Game ID,Black Player,White Player,Result,Moves
80243,时  越,李昌镐,黑棋中盘胜,"[""pd"", ""dp"", ""qp"", ""dc"", ""fq"", ""cn"", ""lq"", ""nc"", ""qf"", ""jd"", ""cf"", ""cd"", ""dj"", ""ef"", ""ch"", ""dr"", ""pk"", ""ip"", ""op"", ""ne"", ""og"", ""mg"", ""ed"", ""ec"", ""gd"", ""fe"", ""fd"", ""de"", ""id"", ""ie"", ""jc"", ""ic"", ""hd"", ""ib"", ""je"", ""kd"", ""hf"", ""jf"", ""fg"", ""eg"", ""fi"", ""gg"", ""fh"", ""gf"", ""if"", ""ke"", ""ff"", ""ee"", ""ge"", ""hh"", ""hg"", ""gh"", ""ih"", ""gj"", ""ij"", ""hj"", ""fj"", ""hl"", ""ik"", ""il"", ""jl"", ""jm"", ""hk"", ""gk"", ""gl"", ""fk"", ""gm"", ""ii"", ""ji"", ""jk"", ""jj"", ""ek"", ""kk"", ""im"", ""cl"", ""jg"", ""ig"", ""jh"", ""hi"", ""gi"", ""ii"", ""lm"", ""ej"", ""em"", ""fb"", ""gb"", ""fc"", ""ce"", ""bf"", ""bb"", ""hb"", ""hc"", ""jb"", ""kb"", ""da"", ""be"", ""hp"", ""iq"", ""hn"", ""io"", ""dq"", ""eq"", ""el"", ""fl"", ""fm"", ""dl"", ""dk"", ""el"", ""en"", ""dm"", ""ep"", ""cq"", ""co"", ""bn"", ""cb"", ""ci"", ""bi"", ""cj"", ""dn"", ""cm"", ""bo""]"
80267,李昌镐,孟泰龄,黑棋超时胜,"[""pd"", ""dd"", ""qp"", ""dq"", ""nq"", ""qf"", ""qi"", ""nd"", ""qe"", ""pf"", ""oe"", ""re"", ""rd"", ""pe"", ""od"", ""qd"", ""qc"", ""oi"", ""of"", ""qh"", ""og"", ""ph"", ""qk"", ""nc"", ""kd"", ""le"", ""ke"", ""lg"", ""kf"", ""lf"", ""ld"", ""me"", ""ni"", ""nj"", ""mi"", ""kg"", ""mj"", ""ig"", ""gd"", ""ok"", ""ml"", ""rc"", ""qe"", ""pm"", ""qd"", ""qn"", ""cf"", ""ee"", ""gf"", ""dg"", ""gh"", ""hi"", ""cc"", ""cd"", ""bd"", ""dc"", ""bb"", ""cb"", ""bc"", ""ie"", ""ic"", ""hc"", ""hd"", ""id"", ""gc"", ""jc"", ""hb"", ""jb"", ""hf"", ""if"", ""df"", ""ef"", ""eg"", ""cg"", ""bg"", ""bh"", ""ch"", ""dh"", ""eh"", ""di"", ""bf"", ""ei"", ""hh"", ""cn"", ""fj"", ""fi"", ""gi"", ""gj"", ""fk"", ""dk"", ""ii"", ""pp"", ""pq"", ""qq"", ""po"", ""op"", ""qo"", ""oq"", ""oo"", ""np"", ""pr"", ""qr"", ""or"", ""nr"", ""no"", ""mp"", ""pl"", ""ol"", ""qm"", ""rj"", ""qj"", ""ri"", ""rg"", ""rl"", ""ql"", ""rk"", ""mo"", ""lp"", ""mr"", ""ns"", ""rq"", ""rr"", ""sr"", ""rn"", ""rs"", ""pn"", ""lr"", ""jq"", ""kq"", ""kp"", ""jr"", ""iq"", ""jp"", ""jo"", ""ip"", ""hq"", ""hp"", ""gq"", ""gp"", ""mq"", ""fq"", ""fr"", ""ko"", ""lo"", ""kn"", ""ln"", ""lm"", ""mn"", ""fp"", ""gr"", ""co"", ""do"", ""cp"", ""dp"", ""bn"", ""km"", ""jn"", ""bq"", ""er"", ""ir"", ""cl"", ""dn"", ""bj"", ""dl"", ""cm"", ""gm"", ""cq"", ""cr"", ""bp"", ""ap"", ""bo"", ""dm"", ""hl"", ""hm"", ""im"", ""br"", ""jh"", ""bi"", ""lb"", ""jd"", ""nb"", ""mc"", ""mb"", ""lc"", ""bl"", ""gl"", ""eq"", ""dr"", ""mm"", ""nn"", ""on"", ""nm"", ""om"", ""mk"", ""rm"", ""ll"", ""hn"", ""gk"", ""jl"", ""kl"", ""hj"", ""hk"", ""il"", ""rf"", ""fs"", ""sd"", ""rb"", ""ob"", ""oc"", ""pb"", ""qb"", ""kb"", ""hs"", ""la"", ""is"", ""sb"", ""sc"", ""rp"", ""qs"", ""rc"", ""mg"", ""ki"", ""sc"", ""qq"", ""qr"", ""rc"", ""kj"", ""li"", ""sc"", ""eb"", ""ca"", ""rc"", ""lj"", ""jj"", ""jk"", ""ji"", ""kk"", ""da"", ""db"", ""fh"", ""fg"", ""cb"", ""ba"", ""fb"", ""gb"", ""he"", ""ge"", ""ih"", ""db"", ""af"", ""ae"", ""cb"", ""ed"", ""fd"", ""de"", ""hg"", ""gg"", ""ib"", ""fa"", ""ga"", ""ha"", ""ia"", ""db"", ""ro"", ""qq"", ""cb"", ""fc"", ""ec"", ""db"", ""sm"", ""sn""]"
80269,李昌镐,朴廷桓,白棋中盘胜,"[""pd"", ""dd"", ""qp"", ""dp"", ""oq"", ""qf"", ""qi"", ""qc"", ""qd"", ""pc"", ""od"", ""rd"", ""re"", ""rc"", ""qe"", ""nc"", ""fq"", ""cn"", ""jp"", ""of"", ""rg"", ""cf"", ""fo"", ""om"", ""cq"", ""dq"", ""dr"", ""fn"", ""en"", ""er"", ""cr"", ""eq"", ""cp"", ""do"", ""fm"", ""gn"", ""eo"", ""fr"", ""gq"", ""bo"", ""bp"", ""ck"", ""bm"", ""dl"", ""cm"", ""dm"", ""bn"", ""go"", ""gm"", ""in"", ""em"", ""co"", ""ao"", ""dn"", ""gp"", ""np"", ""kn"", ""op"", ""pp"", ""nq"", ""or"", ""qm"", ""nr"", ""oj"", ""qk"", ""pk"", ""pj"", ""ok"", ""oi"", ""ni"", ""oh"", ""ql"", ""rk"", ""bl"", ""ap"", ""br"", ""bs"", ""fk"", ""hk"", ""kk"", ""jl"", ""ec"", ""bj"", ""ci"", ""id"", ""kc"", ""cg"", ""df"", ""fi"", ""gj"", ""gg"", ""gi"", ""ej"", ""cj"", ""ek"", ""el"", ""eg"", ""dg"", ""ig"", ""fl"", ""mm"", ""nn"", ""nh"", ""lq"", ""mi"", ""mk"", ""pn"", ""ko"", ""jo"", ""ln"", ""km"", ""lm"", ""cl"", ""bk"", ""mc"", ""nd"", ""nb"", ""oc"", ""ld"", ""rf"", ""sf"", ""qg"", ""rh"", ""jk"", ""lo"", ""kp"", ""kq"", ""lp"", ""ll"", ""mn"", ""kl"", ""hl"", ""hm"", ""il"", ""im"", ""hf"", ""gh"", ""je"", ""dh"", ""ch"", ""lk"", ""dk"", ""pm"", ""jd""]"
83866,赵惠连,李昌镐,白棋中盘胜！,"[""pd"", ""dp"", ""pq"", ""dd"", ""pk"", ""jp"", ""cf"", ""fc"", ""cn"", ""fq"", ""dj"", ""mq"", ""po"", ""nc"", ""pf"", ""kd"", ""ef"", ""dk"", ""ek"", ""dl"", ""cj"", ""dn"", ""do"", ""co"", ""eo"", ""cp"", ""dm"", ""en"", ""em"", ""fn"", ""cm"", ""qm"", ""pm"", ""qn"", ""qo"", ""qk"", ""ql"", ""rl"", ""pl"", ""qj"", ""qh"", ""pn"", ""on"", ""ro"", ""rp"", ""pj"", ""nm"", ""rn"", ""io"", ""jo"", ""in"", ""gm"", ""ip"", ""jq"", ""iq"", ""jn"", ""hm"", ""gl"", ""jm"", ""km"", ""jl"", ""kl"", ""kk"", ""ml"", ""lk"", ""nj"", ""lp"", ""lq"", ""ll"", ""mm"", ""lm"", ""mn"", ""oo"", ""kn"", ""ij"", ""mp"", ""nr"", ""ce"", ""bf"", ""qc"", ""pc"", ""pb"", ""ob"", ""qb"", ""oc"", ""re"", ""nd"", ""hd"", ""bd"", ""sp"", ""rq"", ""mc"", ""md"", ""ld"", ""mf"", ""qf"", ""pg"", ""cc"", ""ri"", ""nl"", ""he"", ""id"", ""mb"", ""lb"", ""nb"", ""fk"", ""el"", ""gr"", ""lc"", ""kc"", ""hr"", ""go"", ""bc"", ""bb"", ""cd"", ""de"", ""be"", ""db"", ""bo"", ""bp"", ""an"", ""df"", ""dg"", ""eg"", ""dh"", ""ff"", ""gp"", ""fp"", ""gq"", ""mc"", ""oi"", ""oj"", ""ap"", ""bq"", ""fr"", ""er"", ""rg"", ""qd"", ""gs"", ""hg"", ""jg"", ""ni"", ""if"", ""hf"", ""mr"", ""ng"", ""nf"", ""sq"", ""sr"", ""so"", ""ho"", ""gn"", ""es"", ""dr"", ""rj"", ""rk"", ""qr"", ""eh"", ""ie"", ""ge"", ""ab"", ""ei"", ""ba"", ""cb"", ""ih"", ""hh"", ""hi"", ""rr"", ""rs"", ""li"", ""je"", ""ph"", ""qg"", ""og"", ""oh"", ""nh"", ""pi"", ""qi"", ""ph"", ""ji"", ""ii"", ""lr"", ""jr"", ""nq"", ""or"", ""kr"", ""hl"", ""di"", ""ci"", ""rf"", ""jd"", ""jc"", ""la"", ""ka"", ""ma"", ""sf"", ""ja"", ""kb"", ""ic"", ""hc"", ""ib"", ""lf"", ""lg"", ""le"", ""kf"", ""jb""]"
86776,李世石,李昌镐,黑棋中盘胜！,"[""pd"", ""dd"", ""qp"", ""op"", ""eq"", ""qq"", ""cp"", ""cf"", ""rq"", ""pq"", ""qm"", ""kq"", ""nc"", ""ic"", ""ck"", ""re"", ""qd"", ""qi"", ""qg"", ""rg"", ""qf"", ""rf"", ""qk"", ""rc"", ""kc"", ""ec"", ""iq"", ""ro"", ""kp"", ""lp"", ""ko"", ""jq"", ""ip"", ""ci"", ""di"", ""dj"", ""cj"", ""ei"", ""dh"", ""ch"", ""dk"", ""ej"", ""ek"", ""gj"", ""gk"", ""hk"", ""fk"", ""hi"", ""lq"", ""lr"", ""mq"", ""mp"", ""mr"", ""kr"", ""or"", ""hl"", ""ir"", ""pr"", ""dg"", ""cg"", ""he"", ""kd"", ""ij"", ""hj"", ""gh"", ""fi"", ""hc"", ""jc"", ""kb"", ""hb"", ""ig"", ""gf"", ""ge"", ""ie"", ""ff"", ""eg"", ""rd"", ""sd"", ""cc"", ""gc"", ""eb"", ""df"", ""fb"", ""db"", ""dc"", ""cb"", ""fc"", ""ed"", ""fd"", ""if"", ""hf"", ""jg"", ""ih"", ""hd"", ""jh"", ""kg"", ""kh"", ""qo"", ""qb"", ""oi"", ""ok"", ""mj"", ""mh"", ""qc"", ""pc"", ""rb"", ""po"", ""pn"", ""oo"", ""no"", ""on"", ""rp"", ""gm"", ""gl"", ""fl"", ""oq"", ""qn"", ""hm"", ""hn"", ""bj"", ""bk"", ""in"", ""ho"", ""pb"", ""ob"", ""qa"", ""ke"", ""ld"", ""lg"", ""je"", ""me"", ""mb"", ""mc"", ""jb"", ""qh"", ""rh"", ""ri"", ""qe"", ""pe"", ""ph"", ""qj"", ""pi"", ""og"", ""rj"", ""rk"", ""si"", ""lc"", ""ai"", ""jd""]"
86827,廖元赫,李昌镐,黑棋中盘胜！,"[""qd"", ""dd"", ""pq"", ""dp"", ""oc"", ""po"", ""qm"", ""qq"", ""mq"", ""pp"", ""pr"", ""ro"", ""pj"", ""qr"", ""jq"", ""fc"", ""cn"", ""cl"", ""fp"", ""dn"", ""cq"", ""dq"", ""cp"", ""do"", ""co"", ""cm"", ""cr"", ""di"", ""jd"", ""lc"", ""kc"", ""nc"", ""od"", ""le"", ""kf"", ""ob"", ""pb"", ""mb"", ""ke"", ""kb"", ""jb"", ""pa"", ""qa"", ""oa"", ""qb"", ""ic"", ""ka"", ""lb"", ""jc"", ""md"", ""cg"", ""ce"", ""eg"", ""gg"", ""fh"", ""gh"", ""fi"", ""fk"", ""gi"", ""hi"", ""hj"", ""gj"", ""ej"", ""hk"", ""ij"", ""ii"", ""ik"", ""il"", ""hl"", ""gk"", ""dj"", ""hm"", ""jl"", ""im"", ""dl"", ""el"", ""ck"", ""dm"", ""ji"", ""jh"", ""ki"", ""kh"", ""li"", ""lh"", ""ih"", ""hh"", ""ig"", ""lp"", ""gf"", ""lq"", ""er"", ""kr"", ""no"", ""np"", ""cc"", ""be"", ""eb"", ""fb"", ""ec"", ""ed"", ""bb"", ""ge"", ""ff"", ""ea"", ""db"", ""ac"", ""ab"", ""ca"", ""da"", ""ba"", ""fd"", ""fe"", ""hb"", ""gd"", ""fa"", ""ib"", ""ia"", ""gb"", ""ga"", ""hc"", ""ha"", ""qh"", ""qi"", ""ph"", ""ni"", ""mi"", ""mh"", ""mj"", ""hg"", ""oj"", ""ee"", ""df"", ""ef"", ""bg"", ""bh"", ""ch"", ""ag"", ""dg"", ""bf"", ""cf"", ""bi"", ""bg"", ""cd"", ""af"", ""de"", ""pk"", ""qk"", ""pl"", ""rh"", ""pi"", ""qj"", ""rg"", ""si"", ""pf"", ""rn"", ""sn"", ""qo"", ""qp"", ""rm"", ""jk"", ""fg"", ""dr"", ""ds"", ""re"", ""rd"", ""sk"", ""ql"", ""sm"", ""sl"", ""rl"", ""pn"", ""qn"", ""ok"", ""ol"", ""nk"", ""nl"", ""oi"", ""mk"", ""sg"", ""rf"", ""nj"", ""nh"", ""oh"", ""mg"", ""og"", ""of"", ""ng"", ""nf"", ""mh"", ""on"", ""rk"", ""nh"", ""sl"", ""sd"", ""rc"", ""hq"", ""gr"", ""hr"", ""kk"", ""jm"", ""kl"", ""lm"", ""ll""]"
94334,李昌镐,罗  玄,黑中盘胜,"[""qd"", ""pp"", ""dc"", ""cp"", ""cf"", ""od"", ""oc"", ""nc"", ""pc"", ""md"", ""qf"", ""ic"", ""ep"", ""eq"", ""dp"", ""dq"", ""co"", ""fq"", ""bp"", ""cq"", ""dn"", ""fc"", ""go"", ""hp"", ""nq"", ""oq"", ""np"", ""qn"", ""jq"", ""lq"", ""ho"", ""ip"", ""lp"", ""nr"", ""mr"", ""or"", ""lr"", ""ch"", ""fd"", ""gd"", ""ed"", ""ck"", ""ge"", ""gc"", ""bj"", ""cj"", ""bi"", ""bh"", ""ci"", ""di"", ""bk"", ""dh"", ""cl"", ""bf"", ""ce"", ""bl"", ""ek"", ""dj"", ""bm"", ""dl"", ""cm"", ""gi"", ""hd"", ""hc"", ""gg"", ""fk"", ""el"", ""ej"", ""ql"", ""be"", ""bd"", ""bc"", ""cd"", ""ad"", ""ng"", ""pk"", ""pl"", ""ok"", ""ol"", ""nk"", ""qp"", ""qq"", ""qo"", ""po"", ""rn"", ""rq"", ""qj"", ""cb"", ""hr"", ""ir"", ""iq"", ""hq"", ""gr"", ""jp"", ""kq"", ""fp"", ""kf"", ""je"", ""ke"", ""kc"", ""hi"", ""hh"", ""gh"", ""ih"", ""if"", ""hj"", ""ii"", ""jh"", ""ij"", ""jf"", ""eg"", ""kg"", ""bq"", ""eo"", ""do"", ""hm"", ""km"", ""fo"", ""fm"", ""jn"", ""jm"", ""im"", ""gj"", ""fi"", ""hk"", ""gn"", ""fj"", ""db"", ""lh"", ""lg"", ""lj"", ""lk"", ""kj"", ""nl"", ""ko"", ""br"", ""jo"", ""io"", ""on"", ""ni"", ""mh"", ""qk"", ""rk"", ""lm"", ""mj"", ""oo"", ""nn"", ""mn"", ""ln"", ""rj"", ""ri"", ""no"", ""mo"", ""rl"", ""sj"", ""om"", ""rm"", ""qm"", ""sl"", ""pm"", ""ar"", ""fr"", ""mm"", ""ob"", ""sp"", ""rp"", ""ro"", ""nm"", ""pb"", ""nb"", ""cc"", ""bb"", ""ec"", ""eb"", ""ie"", ""id"", ""me"", ""he"", ""hf""]"
97370,金志锡,李昌镐,黑中盘胜,"[""qd"", ""pp"", ""dc"", ""dp"", ""cn"", ""fq"", ""ci"", ""od"", ""mc"", ""qc"", ""qg"", ""gc"", ""fd"", ""gd"", ""pc"", ""fe"", ""pd"", ""df"", ""ce"", ""cf"", ""de"", ""be"", ""bd"", ""bf"", ""dk"", ""bo"", ""qn"", ""nq"", ""bc"", ""dh"", ""bn"", ""ql"", ""rp"", ""pn"", ""qo"", ""pm"", ""po"", ""oo"", ""pq"", ""kc"", ""hq"", ""jq"", ""ho"", ""en"", ""jo"", ""co"", ""dn"", ""em"", ""fk"", ""gm"", ""ee"", ""cl"", ""ff"", ""ck"", ""dl"", ""cj"", ""dm"", ""di"", ""eo"", ""gp"", ""go"", ""fo"", ""fn"", ""fp"", ""gn"", ""hp"", ""fm"", ""ke"", ""op"", ""np"", ""oq"", ""no"", ""me"", ""mb"", ""lb"", ""lc"", ""nb"", ""md"", ""ma"", ""nc"", ""mb"", ""ld"", ""kb"", ""pf"", ""qf"", ""oc"", ""ob"", ""oe"", ""kq"", ""or"", ""pr"", ""ip"", ""jp"", ""kr"", ""jr"", ""iq"", ""lq"", ""lo"", ""lr"", ""nr"", ""ir"", ""hr"", ""mn"", ""io"", ""jn"", ""pb"", ""rd"", ""ln"", ""in"", ""ph"", ""ri"", ""kj"", ""lp"", ""km"", ""pg"", ""og"", ""pj"", ""qj"", ""pi"", ""oh"", ""qi"", ""ok"", ""ge"", ""jb"", ""ak"", ""ps"", ""qs"", ""is"", ""ks"", ""do"", ""ao"", ""il"", ""el"", ""bq"", ""bi"", ""al"", ""dj"", ""aj"", ""bj"", ""bk"", ""ai"", ""ch"", ""cm"", ""bh"", ""ak"", ""hm"", ""jl"", ""aj"", ""jk"", ""hj"", ""ak"", ""jm"", ""im"", ""hk"", ""hn"", ""aj"", ""mo"", ""mm"", ""ak"", ""qh"", ""rh"", ""aj"", ""mp"", ""nm"", ""ak"", ""rg"", ""rf"", ""aj"", ""nn"", ""on"", ""ak"", ""ko"", ""kp"", ""aj"", ""ll"", ""lm"", ""ak"", ""bl"", ""am"", ""aj"", ""gr"", ""ah"", ""hs"", ""ih"", ""dr"", ""cr"", ""er"", ""dq"", ""ie"", ""id"", ""pk"", ""ol"", ""jf"", ""kf"", ""jg""]"
97376,李昌镐,白洪淅,白1目半胜,"[""pd"", ""dp"", ""qp"", ""dd"", ""fq"", ""cn"", ""lq"", ""pm"", ""pj"", ""pp"", ""pq"", ""oq"", ""po"", ""op"", ""qq"", ""lp"", ""kp"", ""mp"", ""on"", ""om"", ""nn"", ""kq"", ""jq"", ""kr"", ""jr"", ""lr"", ""qn"", ""qm"", ""rn"", ""ml"", ""dr"", ""fc"", ""nc"", ""qh"", ""qi"", ""ph"", ""nj"", ""rd"", ""qe"", ""re"", ""rf"", ""qf"", ""qg"", ""rg"", ""pf"", ""sf"", ""rh"", ""qf"", ""mq"", ""pg"", ""mr"", ""ko"", ""jp"", ""ln"", ""mm"", ""lm"", ""ll"", ""mk"", ""kl"", ""ok"", ""oj"", ""lj"", ""im"", ""in"", ""hn"", ""io"", ""km"", ""jo"", ""hm"", ""gp"", ""fp"", ""go"", ""en"", ""gq"", ""fr"", ""fm"", ""fn"", ""mn"", ""nm"", ""oo"", ""pn"", ""nq"", ""ks"", ""no"", ""cl"", ""dm"", ""dl"", ""em"", ""gn"", ""fk"", ""di"", ""cg"", ""ch"", ""dg"", ""fi"", ""cq"", ""hj"", ""ij"", ""hi"", ""cj"", ""dj"", ""cr"", ""bn"", ""bo"", ""bm"", ""do"", ""lh"", ""kh"", ""li"", ""mj"", ""oh"", ""kj"", ""ki"", ""ji"", ""jh"", ""ih"", ""kg"", ""ii"", ""bg"", ""bf"", ""ig"", ""hh"", ""bh"", ""og"", ""nh"", ""id"", ""hr"", ""lc"", ""be"", ""ce"", ""af"", ""bd"", ""cf"", ""df"", ""gc"", ""gd"", ""hc"", ""hd"", ""fb"", ""ec"", ""jc"", ""jd"", ""jf"", ""gh"", ""kc"", ""kd"", ""lb"", ""ic"", ""ib"", ""hb"", ""gb"", ""jb"", ""ha"", ""kb"", ""qc"", ""eb"", ""fa"", ""pb"", ""nf"", ""ja"", ""ia"", ""of"", ""pc"", ""qb"", ""rc"", ""rb"", ""sb"", ""ob"", ""mc"", ""oc"", ""od"", ""nd"", ""le"", ""mb"", ""md"", ""fo"", ""eo"", ""ip"", ""ep"", ""nb"", ""ld"", ""kc"", ""oe"", ""ri"", ""rj"", ""sh"", ""pr"", ""nr"", ""ls"", ""bf"", ""qk"", ""nl"", ""cf"", ""rm"", ""cs"", ""bs"", ""ds"", ""bq"", ""cm"", ""dn"", ""kn"", ""lo"", ""eg"", ""bf"", ""fg"", ""gi"", ""cf"", ""sn"", ""ro"", ""bf"", ""br"", ""ar"", ""cf"", ""mi"", ""mh"", ""bf"", ""ea"", ""cb"", ""cf"", ""gr"", ""gs"", ""bf"", ""ca"", ""ae"", ""hk"", ""fj"", ""hf"", ""dq"", ""eq"", ""ba"", ""da"", ""bb"", ""jk"", ""ik"", ""el"", ""fh"", ""eh"", ""fl"", ""ei"", ""gj"", ""ag"", ""ng"", ""mg"", ""ke"", ""kf"", ""fe"", ""il"", ""jj"", ""so"", ""iq"", ""ir"", ""ek"", ""dk"", ""dh"", ""ci"", ""sm"", ""sj"", ""pe"", ""qd"", ""sd"", ""sc"", ""ef"", ""si"", ""os"", ""rh"", ""ps"", ""qs"", ""ri"", ""db"", ""dc"", ""rh"", ""rr"", ""qr"", ""ri"", ""ao"", ""ap"", ""rh"", ""rq"", ""rp"", ""ri"", ""an"", ""jn"", ""rh"", ""jm"", ""jl"", ""ri"", ""pi"", ""rh"", ""pk"", ""rl"", ""rk"", ""ni"", ""oi"", ""ra"", ""pf"", ""ho"", ""hq"", ""pe"", ""ne"", ""ie"", ""if"", ""pf"", ""ms"", ""or"", ""pl"", ""ol"", ""hl"", ""gk"", ""es"", ""ge""]"
97382,朴廷桓,李昌镐,黑中盘胜,"[""pd"", ""dp"", ""qp"", ""dd"", ""fq"", ""hq"", ""oq"", ""cn"", ""nc"", ""kq"", ""fc"", ""cf"", ""db"", ""dq"", ""pj"", ""dj"", ""fe"", ""jd"", ""jf"", ""ld"", ""mf"", ""gd"", ""gc"", ""hc"", ""hd"", ""he"", ""id"", ""ie"", ""ic"", ""je"", ""ge"", ""kf"", ""ho"", ""ko"", ""fo"", ""gp"", ""fp"", ""go"", ""gn"", ""fn"", ""gm"", ""ir"", ""dn"", ""en"", ""dm"", ""el"", ""do"", ""fl"", ""co"", ""bp"", ""ck"", ""bo"", ""bn"", ""eo"", ""cj"", ""ch"", ""ci"", ""dh"", ""di"", ""ei"", ""cp"", ""cq"", ""ao"", ""eb"", ""ec"", ""kl"", ""kj"", ""rj"", ""qj"", ""re"", ""qd"", ""rd"", ""rc"", ""ri"", ""rk"", ""qg"", ""kg"", ""jg"", ""jh"", ""if"", ""qf"", ""pf"", ""pg"", ""ph"", ""og"", ""qe"", ""qh"", ""rg"", ""oh"", ""rl"", ""qk"", ""rh"", ""pe"", ""sk"", ""qm"", ""qi"", ""pi"", ""rb"", ""qc"", ""sc"", ""qb"", ""sd"", ""of"", ""rf"", ""hg"", ""ih"", ""kn"", ""kh"", ""ln"", ""pq"", ""op"", ""cb"", ""dc"", ""cc"", ""hk"", ""bq"", ""bi"", ""il"", ""jm"", ""jb"", ""ib"", ""lg"", ""jj"", ""qq"", ""rp"", ""pp"", ""po"", ""or"", ""nr"", ""pr"", ""no"", ""mr"", ""ns"", ""rq"", ""qs"", ""sq"", ""rm"", ""rr"", ""rs"", ""mi"", ""li"", ""mh"", ""mj"", ""hn"", ""hm"", ""in"", ""im"", ""jo"", ""mq"", ""ss"", ""ca"", ""ba"", ""da"", ""ni"", ""nj"", ""sp"", ""ro"", ""ps"", ""lr"", ""lb"", ""kr"", ""nd"", ""mg"", ""lh"", ""md"", ""mc"", ""nb"", ""me"", ""ne"", ""jr"", ""lq"", ""lo"", ""bb"", ""bc"", ""aa"", ""gk"", ""eh"", ""eg"", ""fh"", ""fg"", ""gj"", ""bh"", ""gl"", ""fk"", ""gh"", ""jn"", ""ep"", ""dl"", ""cl"", ""lk"", ""fr"", ""hj"", ""fj"", ""hl"", ""ik"", ""jl"", ""km"", ""mn"", ""mm"", ""lj"", ""dk"", ""lm"", ""ll""]"
97383,姜昇旼,李昌镐,白中盘胜,"[""qd"", ""dd"", ""pp"", ""dp"", ""fc"", ""hc"", ""cf"", ""fd"", ""cc"", ""cd"", ""dc"", ""ed"", ""ec"", ""bd"", ""gc"", ""gd"", ""hb"", ""ic"", ""ib"", ""dj"", ""jc"", ""ie"", ""fq"", ""eo"", ""jp"", ""gp"", ""hq"", ""qn"", ""ro"", ""pj"", ""qh"", ""jn"", ""on"", ""oh"", ""pl"", ""gj"", ""ii"", ""ki"", ""ik"", ""kk"", ""hl"", ""fl"", ""jg"", ""ke"", ""gh"", ""ih"", ""ji"", ""jh"", ""kh"", ""li"", ""fj"", ""gk"", ""di"", ""ci"", ""cj"", ""dk"", ""ck"", ""ch"", ""dl"", ""ek"", ""hh"", ""ig"", ""eg"", ""hg"", ""cg"", ""dh"", ""ei"", ""cl"", ""bl"", ""cm"", ""bm"", ""cn"", ""bj"", ""bi"", ""ak"", ""ah"", ""eh"", ""pq"", ""qp"", ""gq"", ""gr"", ""gl"", ""bf"", ""aj"", ""ai"", ""hr"", ""ir"", ""aj"", ""if"", ""hf"", ""ai"", ""hp"", ""hs"", ""aj"", ""he"", ""bk"", ""gf"", ""jf"", ""hd"", ""ge"", ""id"", ""dg"", ""kg"", ""kf"", ""gg"", ""if"", ""hj"", ""jj"", ""mh"", ""mg"", ""in"", ""im"", ""jl"", ""ij"", ""kn"", ""jm"", ""oi"", ""pi"", ""ph"", ""ni"", ""kl"", ""hm"", ""lk"", ""mi"", ""ko"", ""iq"", ""jr"", ""oj"", ""cq"", ""er"", ""dr"", ""fr"", ""cp"", ""qf"", ""od"", ""ml""]"
